"query_id" "url_id" "query_length" "is_homepage" "sig1" "sig2" "sig3" "sig4" "sig5" "sig6" "sig7" "sig8" "V13"
"18816" 2922 18139 2 1 0 0.27 430 0 58 2 0.28 0.24 0.0450542131598007
"18817" 2922 18140 2 0 0.26 0.57 821 900 84 2 0.42 0.93 0.785207862240806
"18818" 2922 18141 2 0 0.25 0.19 172 28 18 1 0.36 0.33 0.0578940521270096
"18819" 2922 18142 2 1 0.43 0.6 3057 30 414 12 0.5 0.33 1.01854667027218
"18820" 2922 18143 2 0 0.18 0.57 890 1246 62 0 0.47 0.53 1.00012810519571
"18821" 2922 18144 2 1 0.38 0.55 8535 2088 1904 165 0.4 0.46 0.996009376086652
"18822" 2923 18155 3 1 0.08 0.54 12657 2920 610 0 0.47 0.52 0.189358657470086
"18823" 2923 18156 3 0 0.12 0.44 325 310 42 0 0.34 0.37 0.493375543081041
"18824" 2923 18157 3 1 0.24 0.46 1730 1 260 1 0.22 0.2 0.457590553977042
"18825" 2923 18158 3 1 0.07 0.31 7297 571 744 0 0.33 0.32 0.0260882328236584
"18826" 2923 18159 3 0 0.13 0.56 613 324 58 0 0.22 0.65 0.515305281435921
"18827" 2923 18160 3 1 0.04 0.32 2222 1560 186 2 0.23 0.09 0.057652347443492
"18828" 2923 18161 3 0 0.15 0.47 263 307 62 0 0.43 0.62 0.659793765219115
"18829" 2923 18162 3 1 0.24 0.41 6468 2478 1610 0 0.41 0.48 0.352564873038098
"18830" 2923 2279 3 1 0.17 0.65 3485 639 1796 0 0.47 0.56 0.573215396586253
"18831" 2924 18155 3 1 0.25 0.5 12546 2970 636 2 0.43 0.48 0.581017070975367
"18832" 2924 18159 3 0 0.1 0.5 583 417 88 2 0.31 0.61 0.521708745224067
"18833" 2924 18162 3 1 0.3 0.51 6420 2587 1538 82 0.36 0.5 1.05410759582214
"18834" 2924 18163 3 0 0.26 0.55 1701 1452 162 2 0.36 0.4 0.959614446420322
"18835" 2924 18164 3 1 0.22 0.24 7019 3783 2646 0 0.51 0.47 0.0299137461142561
"18836" 2924 18165 3 1 0.14 0.58 2512 2011 198 0 0.42 0.41 0.384551915727537
"18837" 2924 18166 3 0 0.09 0.52 4535 9544 154 0 0.42 0.55 0.816400941558371
"18838" 2924 18167 3 0 0.06 0.48 1034 1032 72 0 0.43 0.52 0.66657543399138
"18839" 2924 18168 3 1 0.24 0.66 2746 1525 262 0 0.33 0.59 0.799143050626425
"18840" 2924 18169 3 0 0.25 0.65 1081 334 140 0 0.44 0.5 0.950690357386366
"18841" 2925 18174 2 0 0.39 0.57 3393 1009 614 1 0.45 0.76 0.992981399678685
"18842" 2925 18220 2 0 0.18 0.21 590 7 88 0 0.12 0.17 0.0324350824031128
"18843" 2925 18221 2 0 0.23 0.42 152 288 32 0 0.11 0.57 0.159935827154581
"18844" 2925 18222 2 0 0.12 0.29 73 43 26 0 0.22 0.38 0.0477431957505071
"18845" 2925 18223 2 0 0.17 0.33 4559 1207 566 0 0.38 0.93 0.0893260039162469
"18846" 2925 18224 2 0 0.14 0.46 2614 976 280 2 0.39 0.93 0.260568716152576
"18847" 2925 18225 2 0 0.06 0.5 2888 946 276 0 0.38 0.81 0.289452764741234
"18848" 2925 18226 2 0 0.16 0.49 1606 1710 236 1 0.34 0.23 0.776885842721961
"18849" 2925 18227 2 1 0 0.23 8240 0 1886 7 0.48 0.41 0.0553394644271447
"18850" 2926 18175 6 0 0.36 0.05 177 267 28 0 0.16 0.93 0.0548817384778745
"18851" 2927 18176 2 0 0.04 0.3 454 336 4 1 0.29 0.39 0.0858026203455279
"18852" 2927 18177 2 0 0.09 0.44 540 436 48 0 0.38 0.76 0.292546690095066
"18853" 2927 18178 2 0 0.05 0.4 96 142 26 0 0.47 0.89 0.0830527324469837
"18854" 2927 18179 2 0 0.28 0.48 501 433 86 0 0.33 0.64 0.682956662624264
"18855" 2927 18180 2 0 0.25 0.45 226 19 70 0 0.23 0.59 0.390275386205259
"18856" 2927 18181 2 0 0.17 0.43 979 273 32 4 0.38 0.87 0.320380278885712
"18857" 2927 18182 2 0 0 0.38 1053 564 222 22 0.21 0.15 0.314269192672301
"18858" 2927 18183 2 0 0.26 0.64 4315 853 454 0 0.48 0.43 0.906572274856324
"18859" 2927 18184 2 0 0.27 0.38 1158 207 170 0 0.43 0.78 0.429579076634898
"18860" 2927 18185 2 0 0.42 0.56 323 75 76 13 0.42 0.81 0.975838345474997
"18861" 2928 18186 3 0 0.39 0.07 43 127 0 0 0.17 0 0.0443898611168392
"18862" 2928 18187 3 0 0.02 0.42 1 6 0 0 0.24 0.17 0.242374096615028
"18863" 2928 18188 3 0 0.13 0.29 214 327 4 0 0.29 0.61 0.0840107937473757
"18864" 2928 18189 3 0 0 0.23 127 223 10 0 0.24 0.75 0.0484231605671133
"18865" 2928 18190 3 0 0.16 0.22 0 0 0 0 0.16 0.39 0.0367811480994155
"18866" 2928 18191 3 0 0.1 0.28 115 279 0 0 0.21 0.3 0.0480521723839141
"18867" 2928 18192 3 0 0.12 0.28 43 1 8 0 0.1 0.43 0.0327249995290755
"18868" 2928 18193 3 0 0.12 0.23 143 307 26 0 0.16 0.4 0.0424061474933777
"18869" 2928 18194 3 0 0.05 0.38 389 1 44 0 0.4 0.66 0.209011506486214
"18870" 2929 18195 1 1 0.1 0.22 9302 24 1298 0 0.36 0.28 0.0124134813757962
"18871" 2929 18196 1 1 0.08 0.49 217 1 76 1 0.4 0.23 0.176649003350613
"18872" 2929 18197 1 0 0.08 0.36 276 15 68 0 0.42 0.62 0.240668871539143
"18873" 2929 18198 1 1 0.21 0.48 1829 13 150 0 0.26 0.22 0.43976340118166
"18874" 2929 18199 1 0 0.1 0.35 367 517 34 0 0.15 0.38 0.0723000038072729
"18875" 2929 18200 1 0 0.05 0.48 945 919 98 1 0.35 0.77 0.286631485763827
"18876" 2929 18255 1 0 0.14 0.47 287 565 32 0 0.25 0.4 0.457903464585121
"18877" 2929 18256 1 1 0.05 0.41 10492 726 930 1 0.37 0.13 0.0882629905802624
"18878" 2929 18257 1 0 0 0.45 145 300 40 0 0.23 0.64 0.141830489178577
"18879" 2929 18258 1 0 0.01 0.46 948 399 178 14 0.46 0.82 0.287008221546368
"18880" 2930 18205 2 0 0.09 0.16 6 1 4 0 0.35 0.49 0.0278936191293404
"18881" 2930 18206 2 0 0.24 0.11 4 4 4 0 0.14 0.23 0.052665729369895
"18882" 2930 18207 2 0 0.33 0.26 0 0 0 0 0.14 0.12 0.0636536500346594
"18883" 2930 18208 2 1 0.24 0.31 7283 2589 1348 0 0.52 0.51 0.090553272761387
"18884" 2930 18209 2 0 0.19 0.41 2 3 0 0 0.35 0.44 0.443170977559271
"18885" 2930 18210 2 0 0.59 0.68 42 34 14 0 0.35 0.52 0.960775533205829
"18886" 2931 18211 7 0 0.58 0.11 4 0 0 0 0.25 0.42 0.0407746406388391
"18887" 2931 18212 7 0 0.16 0.31 185 352 22 2 0.29 0.62 0.136553074843031
"18888" 2931 18213 7 0 0.43 0.28 58 75 0 0 0.34 0.78 0.197269272413382
"18889" 2931 18214 7 0 0.28 0.61 796 757 66 0 0.31 0.78 0.884121166354476
"18890" 2931 18215 7 0 0.18 0.54 25 76 10 0 0.22 0.55 0.579727842331953
"18891" 2931 18216 7 0 0.35 0.45 4 7 0 0 0.14 0.43 0.376888226021822
"18892" 2932 18217 2 0 0.35 0 13 33 8 0 0.13 0.28 0.0346084147476475
"18893" 2932 18218 2 0 0.08 0.02 38 114 0 0 0.12 0.17 0.0181568010640857
"18894" 2932 18219 2 1 0.13 0.24 62 163 0 0 0.17 0.14 0.0402957464020665
"18895" 2933 18228 2 0 0.2 0.48 538 132 176 0 0.38 0.77 0.547959307089049
"18896" 2933 18229 2 0 0.13 0.34 1831 333 728 4 0.49 0.47 0.372898656601954
"18897" 2933 18230 2 0 0.17 0.54 4077 49 930 3 0.5 0.39 0.926222396148868
"18898" 2933 18276 2 0 0 0.17 5842 0 1186 0 0.56 0.65 -0.0169170656833487
"18899" 2933 18277 2 0 0.06 0.19 2385 336 600 0 0.46 0.69 0.00189700316985164
"18900" 2933 18278 2 0 0.15 0.45 2174 4 458 0 0.36 0.49 0.518696499464944
"18901" 2933 18279 2 0 0.02 0.4 779 10 310 0 0.51 0.58 0.392120978773035
"18902" 2933 18280 2 0 0 0.22 1320 0 488 1 0.32 0.45 0.0182908056710727
"18903" 2933 18281 2 0 0.25 0.59 15497 5275 1724 1 0.65 0.76 0.976615249605654
"18904" 2934 18231 1 1 0 0.17 303 27 118 3 0.36 0.12 0.0555355751689883
"18905" 2934 18232 1 1 0.03 0.43 985 309 266 12 0.28 0.33 0.171543540372395
"18906" 2934 18233 1 0 0 0.37 3954 1140 536 7 0.52 0.59 0.341506584207081
"18907" 2934 18234 1 0 0.37 0.6 7067 2968 810 109 0.51 0.74 0.977244943242558
"18908" 2934 18235 1 0 0.08 0.53 6035 319 772 25 0.59 0.78 0.821112665430416
"18909" 2934 18236 1 0 0.28 0.62 67674 2472 6114 240 0.47 0.78 1.05693276592729
"18910" 2935 18237 3 0 0 0.17 93 37 28 0 0.33 0.28 0.0346891442358663
"18911" 2935 18238 3 0 0.1 0.23 228 628 40 0 0.1 0.57 0.052912278933116
"18912" 2935 18239 3 1 0.09 0.17 432 0 128 0 0.16 0.07 0.0428964903966225
"18913" 2935 18240 3 0 0.13 0.35 701 1929 30 0 0.22 0.4 0.177581298295272
"18914" 2935 18241 3 0 0.24 0.49 422 1104 16 0 0.3 0.35 0.724355045883429
"18915" 2935 18242 3 0 0.12 0.33 189 109 16 0 0.3 0.75 0.0823556428622111
"18916" 2935 18243 3 0 0.15 0.44 1224 3477 14 0 0.2 0 0.48958426159706
"18917" 2935 18244 3 0 0.13 0.48 3445 3412 20 0 0.2 0.19 0.498454911941897
"18918" 2935 18245 3 0 0.07 0.45 73 37 32 0 0.29 0.33 0.391044045792955
"18919" 2935 18246 3 1 0.21 0.41 1157 0 358 0 0.33 0.36 0.281081847771305
"18920" 2936 18247 3 0 0.33 0.11 0 0 0 0 0.23 0.32 0.0389342675524532
"18921" 2936 18248 3 1 0.31 0.13 2587 367 618 0 0.33 0.23 -0.00714032881065013
"18922" 2937 18249 1 1 0.22 0.12 2476 571 238 0 0.51 0.29 -0.0109108673707058
"18923" 2937 18250 1 0 0.47 0.3 171 3 76 0 0.37 0.19 0.349080548647611
"18924" 2938 18259 1 0 0.17 0.28 175 112 30 5 0.37 0.7 0.152626811936392
"18925" 2938 18260 1 0 0.06 0.29 1081 1042 64 0 0.41 0.85 0.0383265688594223
"18926" 2938 18261 1 0 0.17 0.32 343 36 76 4 0.28 0.92 0.072313196236194
"18927" 2938 18262 1 0 0.06 0.58 235 306 22 0 0.37 0.5 0.816057519694392
"18928" 2938 18263 1 0 0.29 0.52 243 466 36 1 0.27 0.63 0.723565230837085
"18929" 2938 18264 1 0 0.35 0.37 167 160 26 1 0.26 0.6 0.311348004896411
"18930" 2939 18265 1 1 0.09 0.17 3102 411 560 0 0.4 0.42 0.0367410420906103
"18931" 2939 18266 1 1 0.12 0.35 10675 1618 960 0 0.38 0.3 0.0664398485771643
"18932" 2939 18267 1 0 0.24 0.32 972 43 202 2 0.24 0.38 0.134709556669316
"18933" 2939 18268 1 0 0 0.27 292 57 56 11 0.43 0.67 0.10626131739188
"18934" 2939 18269 1 0 0.25 0.38 241 477 56 1 0.41 0.58 0.486572581816498
"18935" 2939 18270 1 0 0.15 0.57 4007 912 562 1 0.4 0.82 0.631027479497977
"18936" 2939 18271 1 0 0.22 0.35 1683 73 236 2 0.36 0.65 0.279239557161444
"18937" 2939 18272 1 0 0.37 0.48 2230 343 422 42 0.41 0.75 0.966518925254454
"18938" 2940 18273 2 0 0.29 0.17 10 24 0 0 0.24 0.58 0.0358890944668049
"18939" 2940 18274 2 0 0.1 0.2 0 0 0 0 0.05 0.43 0.0511353414060141
"18940" 2940 18275 2 1 0.07 0.19 8 10 6 0 0.14 0.13 0.047179180883532
"18941" 2941 18282 3 1 0.2 0.36 85 45 60 0 0.26 0.21 0.165860690612621
"18942" 2941 18283 3 1 0.26 0.47 5028 363 926 0 0.53 0.33 0.531888333826048
"18943" 2941 18284 3 1 0.1 0.37 1997 162 148 11 0.38 0.14 0.198230043322776
"18944" 2941 18330 3 1 0.22 0.24 1448 55 180 0 0.32 0.16 0.0385294419552612
"18945" 2941 18331 3 1 0.18 0.27 272 615 72 0 0.23 0.09 0.0552905450706174
"18946" 2941 18332 3 1 0.2 0.2 823 279 134 0 0.29 0.24 0.022269734898922
"18947" 2941 18333 3 1 0.26 0.24 79 45 50 0 0.25 0.08 0.0740397969833401
"18948" 2941 18334 3 0 0.32 0.49 105 342 2 0 0.25 0.74 0.574456304884578
"18949" 2942 18285 4 0 0.33 0.35 793 2064 28 0 0.43 0.38 0.506517220981189
"18950" 2942 18286 4 0 0.13 0.36 1182 478 194 0 0.36 0.48 0.271153528068996
"18951" 2942 18287 4 0 0.27 0.29 495 216 118 0 0.34 0.46 0.163060919282461
"18952" 2942 18288 4 0 0.19 0.5 869 1206 72 0 0.28 0.51 0.662835517974138
"18953" 2942 18289 4 1 0.2 0.55 7500 1122 2296 0 0.46 0.38 0.605726892166496
"18954" 2942 18290 4 0 0.07 0.43 2835 2488 198 0 0.57 0.94 0.321925355257543
"18955" 2942 18291 4 0 0.05 0.43 1548 3510 72 0 0.36 0.93 0.190704117751989
"18956" 2942 18292 4 1 0.27 0.5 3432 640 746 0 0.34 0.35 0.623269416100298
"18957" 2942 18293 4 0 0.26 0.68 307 4 82 0 0.25 0.25 1.02485834370837
"18958" 2943 18294 2 0 0.46 0.14 11 28 0 0 0.17 0.16 0.0377063104843969
"18959" 2944 18295 2 0 0.13 0.17 13 12 0 0 0.24 0.88 0.0470602983322131
"18960" 2944 18296 2 0 0.38 0.27 101 295 0 0 0.28 0.44 0.130548635110766
"18961" 2944 18297 2 1 0.04 0.18 150 409 0 0 0.23 0 0.0440048681421495
"18962" 2944 18298 2 0 0.13 0.17 18 49 0 0 0.16 0.54 0.0515718753847214
"18963" 2944 18299 2 0 0.09 0.47 9203 598 2618 0 0.41 0.79 0.305716262060565
"18964" 2944 18300 2 1 0.03 0.3 145 369 14 0 0.23 0.09 0.036751211183059
"18965" 2944 18301 2 0 0.28 0.44 2832 351 450 0 0.45 0.76 0.6413670734665
"18966" 2945 18302 3 0 0.19 0.25 647 0 30 0 0.38 0.28 0.127678182039194
"18967" 2945 18303 3 0 0.15 0.11 1359 241 16 3 0.46 0.37 0.0469926903265821
"18968" 2945 18304 3 0 0.03 0.19 83 19 14 0 0.19 0.52 0.0495002042813691
"18969" 2945 18305 3 0 0 0.11 100 33 56 1 0.35 0.4 0.0323503911070236
"18970" 2945 18306 3 0 0.25 0.36 1504 4197 64 0 0.34 0.38 0.427833418784859
"18971" 2945 18307 3 0 0.07 0.37 1130 220 122 22 0.47 0.9 0.216349491254037
"18972" 2945 18357 3 0 0.2 0.51 934 1474 66 1 0.35 0.46 0.834109603676839
"18973" 2945 18358 3 1 0.36 0.54 6754 900 1780 156 0.31 0.35 1.02759459957514
"18974" 2946 18308 4 1 0.16 0.18 10301 403 1668 0 0.37 0.34 0.00269397094364182
"18975" 2946 18309 4 0 0.2 0.53 215 1 54 0 0.28 0.28 0.748149725451511
"18976" 2946 18310 4 1 0.18 0.18 8233 532 1624 0 0.43 0.44 -0.00476235917509282
"18977" 2946 18311 4 0 0.02 0.38 210 595 14 6 0.27 0.65 0.176180217290523
"18978" 2946 18312 4 0 0.25 0.38 265 781 8 0 0.16 0.23 0.206683416443578
"18979" 2946 18457 4 0 0.14 0.24 992 649 98 0 0.37 0.3 0.109226454330538
"18980" 2946 18458 4 0 0.15 0.19 263 648 14 0 0.3 0.6 0.050580905896108
"18981" 2947 18313 4 0 0.18 0.15 218 679 0 0 0.26 0 0.122422545687309
"18982" 2947 18314 4 0 0.17 0.06 54 100 18 0 0.24 0.82 0.0422267691845436
"18983" 2947 18315 4 0 0.46 0.05 10 16 0 0 0.33 0.89 0.045264338283169
"18984" 2947 18316 4 0 0.47 0.19 356 856 24 0 0.28 0.17 0.0833469945914658
"18985" 2947 18317 4 0 0.57 0.07 7 1 2 0 0.11 0.26 0.0440235552603475
"18986" 2947 18318 4 0 0.27 0.28 8 13 4 0 0.32 0.2 0.183469042794921
"18987" 2947 18319 4 1 0.8 0.59 1087 13 74 0 0.31 0.12 1.013798843725
"18988" 2948 18320 4 1 0.25 0.24 5540 273 746 1 0.55 0.33 0.0278105856273811
"18989" 2948 18321 4 0 0.11 0.35 604 1363 88 0 0.29 0.45 0.211653587509099
"18990" 2948 18322 4 0 0.35 0.06 16 16 18 2 0.36 0.36 0.0479077931693573
"18991" 2948 18323 4 0 0.16 0.52 948 51 254 0 0.43 0.83 0.542041325566118
"18992" 2948 18324 4 1 0.07 0.26 2624 256 284 0 0.4 0.27 0.0251708950808391
"18993" 2948 18325 4 1 0.22 0.28 8949 924 4600 0 0.57 0.6 0.0892624611532272
"18994" 2948 18326 4 1 0.09 0.47 3880 1176 1040 0 0.47 0.73 0.0880123486652333
"18995" 2948 18327 4 0 0.28 0.42 139 70 38 3 0.47 0.75 0.648404905993328
"18996" 2948 18328 4 0 0.18 0.58 372 376 32 0 0.42 0.28 0.967704255903719
"18997" 2948 18329 4 1 0.41 0.59 9068 6 1066 49 0.32 0.25 1.08186161502801
"18998" 2949 18335 3 0 0.22 0.64 6407 6355 798 0 0.42 0.51 0.983352769248442
"18999" 2949 18336 3 0 0 0.34 2815 282 526 1 0.33 0.45 0.10966313807775
"19000" 2949 18337 3 1 0.16 0.33 705 72 520 0 0.58 0.45 0.0649958252209923
"19001" 2949 18377 3 1 0.03 0.26 13695 789 1126 0 0.48 0.39 0.0183461896987037
"19002" 2949 18378 3 1 0 0.26 4826 4492 1432 0 0.34 0.36 0.0288218622452655
"19003" 2949 18379 3 0 0.28 0.49 1253 522 234 0 0.43 0.44 0.869297758975943
"19004" 2949 18380 3 1 0.19 0.39 6739 478 648 0 0.38 0.33 0.208783879697587
"19005" 2949 18381 3 1 0.2 0.45 11269 21 1228 0 0.54 0.61 0.330317932799987
"19006" 2949 18382 3 0 0.19 0.42 11272 298 1324 0 0.44 0.48 0.504273696752571
"19007" 2950 18338 5 0 0.15 0.23 2495 361 192 0 0.33 0.23 0.0738460429922242
"19008" 2950 18339 5 0 0.05 0.26 246 195 66 0 0.33 0.2 0.117158002554446
"19009" 2950 18340 5 1 0.11 0.34 6878 199 332 1 0.45 0.23 0.0721174791322251
"19010" 2950 2942 5 1 0.16 0.44 7947 579 800 0 0.53 0.41 0.250096408845168
"19011" 2950 7233 5 1 0.19 0.26 4256 19 166 0 0.33 0.09 0.0457106711981247
"19012" 2950 7235 5 0 0.21 0.25 2529 130 200 0 0.34 0.77 0.0558017274902665
"19013" 2950 7236 5 0 0.15 0.32 9141 18 380 0 0.4 0.71 0.104834942055452
"19014" 2950 7237 5 0 0.11 0.29 4895 4 1580 0 0.3 0.54 0.0678108497495007
"19015" 2951 18341 3 0 0.17 0.01 30 102 0 0 0.12 0.88 0.00916861949529463
"19016" 2951 18342 3 0 0.08 0.17 6 9 2 0 0.14 0.34 0.0546626154439471
"19017" 2951 18343 3 0 0.26 0.26 8 6 0 0 0.04 0.3 0.0249458142834501
"19018" 2951 18344 3 0 0.06 0.16 5 10 4 0 0.18 0.3 0.0506957315655782
"19019" 2952 18345 2 1 0.01 0.17 11 4 18 0 0.35 0.24 0.0477816019653182
"19020" 2952 18346 2 1 0.25 0.41 1162 1471 190 0 0.35 0.15 0.357771158680932
"19021" 2952 18347 2 0 0.26 0.44 72 214 8 0 0.28 0.22 0.545043380320477
"19022" 2952 18348 2 1 0.46 0.46 1144 238 354 9 0.39 0.26 0.850448632101297
"19023" 2953 18349 2 1 0.58 0.07 437 39 108 0 0.48 0.31 0.0142099504867105
"19024" 2953 18350 2 1 0.27 0.3 73 22 2 0 0.22 0.23 0.137793716301066
"19025" 2954 18351 4 1 0.04 0.25 83 46 54 0 0.22 0.18 0.0345174270943077
"19026" 2954 18352 4 0 0.27 0.31 109 282 6 0 0.14 0.31 0.0705128779574071
"19027" 2954 18353 4 1 0.72 0.67 1285 1035 264 0 0.33 0.25 0.977402178535548
"19028" 2954 18354 4 1 0.42 0.55 2710 1582 318 0 0.48 0.16 0.941598848229983
"19029" 2955 18355 1 0 0.24 0.24 64 10 36 0 0.44 0.58 0.122817894326314
"19030" 2955 18356 1 0 0.13 0.24 246 3 46 1 0.24 0.33 0.039481420312578
"19031" 2955 18618 1 0 0.02 0.37 85 31 30 0 0.31 0.68 0.087236166390518
"19032" 2955 18619 1 0 0.08 0.35 28 1 32 0 0.25 0.61 0.0873915629545368
"19033" 2955 18620 1 0 0.11 0.27 110 19 58 4 0.33 0.38 0.106799767061523
"19034" 2955 18621 1 0 0.1 0.26 315 1 110 14 0.31 0.6 0.163444293327296
"19035" 2955 18622 1 0 0.31 0.39 1878 324 332 39 0.39 0.82 0.711849580034161
"19036" 2956 18358 1 1 0.32 0.72 6805 948 1752 1 0.44 0.36 0.840347429667479
"19037" 2956 18359 1 1 0.08 0.51 8885 723 1126 0 0.48 0.36 0.170083629383841
"19038" 2956 18360 1 0 0.33 0.39 228 118 26 2 0.34 0.68 0.456053999561233
"19039" 2956 18361 1 0 0.26 0.49 508 594 104 1 0.2 0.68 0.481964505392061
"19040" 2956 18362 1 0 0.09 0.24 1131 46 200 9 0.35 0.8 0.0774227974968714
"19041" 2956 18363 1 0 0.32 0.6 4524 1899 430 28 0.35 0.92 0.993797436259665
"19042" 2956 18364 1 1 0.03 0.44 8157 384 1512 21 0.49 0.47 0.235176338956248
"19043" 2957 18365 2 0 0.1 0.23 95 295 0 0 0.27 0.58 0.0476676525423406
"19044" 2957 18366 2 0 0.02 0.34 425 793 12 0 0.24 0.1 0.168293930566168
"19045" 2957 18367 2 0 0.19 0.31 412 874 16 1 0.37 0.78 0.182244905932405
"19046" 2957 18368 2 1 0.18 0.5 1504 1428 76 4 0.36 0.16 0.446718638430523
"19047" 2957 18369 2 0 0.05 0.43 423 351 34 3 0.26 0.54 0.267661307242526
"19048" 2957 18370 2 0 0.18 0.59 115 315 8 0 0.15 0.16 0.724907884207749
"19049" 2957 18371 2 1 0.42 0.61 3834 928 458 56 0.37 0.32 1.07685206761385
"19050" 2958 18372 1 1 0.11 0.08 402 148 42 0 0.24 0.47 0.047212862261884
"19051" 2958 18373 1 0 0.05 0.27 930 975 126 1 0.18 0.87 0.0668491771176089
"19052" 2958 18374 1 0 0.07 0.31 104 13 14 2 0.32 0.91 0.00202464785738898
"19053" 2958 18375 1 0 0.03 0.58 2514 1752 172 3 0.46 0.42 0.962871710153437
"19054" 2958 18376 1 1 0.48 0.56 13936 4609 2108 140 0.49 0.42 0.996293430277332
"19055" 2959 15678 1 1 0.39 0.63 7206 501 1562 5 0.44 0.41 1.01229276007283
"19056" 2959 15679 1 1 0.36 0.68 7116 484 1198 1 0.44 0.48 0.95833777670913
"19057" 2959 18383 1 1 0.21 0.72 21113 744 1958 2 0.53 0.3 0.656922756135333
"19058" 2959 18384 1 0 0.22 0.5 6610 465 408 3 0.45 0.38 0.849199347927427
"19059" 2959 18427 1 1 0.44 0.52 4716 3273 536 0 0.38 0.3 0.870555208140162
"19060" 2959 18428 1 1 0.39 0.61 5355 448 726 3 0.47 0.39 0.985889402586993
"19061" 2959 18429 1 1 0.41 0.74 8331 360 1068 2 0.46 0.46 0.908014885797062
"19062" 2959 18430 1 1 0.29 0.51 11038 4 1358 3 0.48 0.43 0.723850268097197
"19063" 2959 18431 1 0 0.16 0.5 2271 649 226 1 0.47 0.35 0.877757131905644
"19064" 2960 15631 3 1 0.25 0.45 7190 325 1220 0 0.52 0.32 0.472365698928663
"19065" 2960 15633 3 1 0.11 0.32 8199 4015 518 0 0.29 0.35 0.0253131677180056
"19066" 2960 15679 3 1 0.14 0.34 7063 453 1202 0 0.46 0.38 0.0809751267607567
"19067" 2960 18385 3 0 0.1 0.15 128 57 8 0 0.34 0.6 0.0400196066460826
"19068" 2960 18386 3 0 0.15 0.21 375 4 68 0 0.42 0.47 0.0460952382237347
"19069" 2961 18387 2 0 0.26 0.39 235 697 16 0 0.1 0.31 0.15364203648692
"19070" 2961 18388 2 0 0.1 0.49 78 6 26 0 0.13 0.61 0.188141017415102
"19071" 2961 18389 2 0 0.21 0.54 36 21 16 0 0.22 0.56 0.605661884858579
"19072" 2961 18390 2 0 0.09 0.34 285 45 22 2 0.12 0.37 0.0567540728242433
"19073" 2961 18391 2 0 0.24 0.57 111 172 26 1 0.32 0.43 0.915060023194275
"19074" 2961 18392 2 0 0.06 0.39 130 195 20 0 0.38 0.81 0.101357178503777
"19075" 2961 18393 2 0 0.09 0.61 232 162 26 0 0.26 0.89 0.241959380579286
"19076" 2961 18394 2 0 0.17 0.58 7915 106 2526 1 0.51 0.82 0.727312414256955
"19077" 2961 18395 2 0 0.48 0.66 446 355 68 2 0.33 0.81 0.978626126882375
"19078" 2962 18396 5 0 0 0.23 55 154 6 0 0.2 0.83 0.0549245543483987
"19079" 2962 18397 5 0 0.35 0.44 8861 25888 56 0 0.17 0.41 0.934086467294214
"19080" 2962 18398 5 0 0.13 0.18 54 84 4 0 0.13 0.22 0.0487692436921263
"19081" 2962 18399 5 0 0.26 0.22 88 259 8 0 0.23 0.32 0.0393338233373569
"19082" 2962 18400 5 0 0.3 0.43 1967 3775 204 0 0.35 0.39 0.68071451092353
"19083" 2962 18401 5 0 0 0.34 63 147 16 0 0.19 0.77 0.0271817466101453
"19084" 2962 18402 5 0 0.13 0.2 2433 825 206 0 0.55 0.56 0.0547335710578181
"19085" 2962 18403 5 0 0.12 0.28 131 244 32 0 0.05 0.08 0.0284691123507546
"19086" 2962 18404 5 0 0.27 0.63 61 58 22 0 0.24 0.24 0.992952763775849
"19087" 2963 18405 2 0 0.07 0.42 735 225 90 0 0.36 0.6 0.320913870811757
"19088" 2963 18406 2 0 0.13 0.47 410 1297 22 0 0.49 0.13 0.997920394419213
"19089" 2963 18407 2 0 0.15 0.31 31 54 10 2 0.28 0.62 0.113521226301182
"19090" 2963 18408 2 0 0.12 0.4 145 390 12 3 0.4 0.39 0.489850787647728
"19091" 2963 18409 2 0 0.05 0.39 2815 459 296 13 0.45 0.13 0.741457753506523
"19092" 2963 18410 2 0 0.35 0.45 592 42 66 7 0.34 0.74 0.65819785376446
"19093" 2963 18411 2 0 0.03 0.43 167 4 20 0 0.19 0.28 0.169287328489452
"19094" 2963 18412 2 1 0.22 0.45 863 0 308 16 0.42 0.22 0.561307521607052
"19095" 2963 18984 2 0 0.07 0.23 173 300 32 1 0.38 0.46 0.0557634809607567
"19096" 2964 18413 1 0 0.16 0.31 100 87 32 0 0.11 0.58 0.0361873625684296
"19097" 2964 18414 1 0 0.36 0.33 34 39 12 0 0.27 0.18 0.28413957077591
"19098" 2964 18415 1 0 0.21 0.44 201 105 32 0 0.29 0.46 0.458255618198689
"19099" 2964 18416 1 0 0.05 0.19 100 40 20 0 0.38 0.3 0.0487852721287274
"19100" 2964 18417 1 1 0.56 0.6 2992 385 396 40 0.35 0.37 1.01629991405175
"19101" 2965 18418 1 1 0.22 0.31 158 21 42 0 0.22 0.12 0.123270578345823
"19102" 2965 18419 1 1 0.26 0.16 2621 486 214 0 0.31 0.31 0.00762676023065295
"19103" 2965 18420 1 1 0.48 0.54 139 324 56 1 0.29 0.09 1.00541557639381
"19104" 2966 18421 2 0 0.16 0.05 657 753 62 0 0.28 0.61 0.0510041590380579
"19105" 2966 18422 2 0 0.07 0.02 240 298 12 2 0.31 0.51 0.0473884818006013
